sw,pc
0.061132283541183524, 919.2546583850932
0.31437328706031165, 0.0
0.3414819259523538, -19.875776397515438
0.5931595932731134, -31.0559006211181
0.6716650990058868, -57.14285714285711
0.674466049332663, -120.49689440993802
0.6826265345507029, -232.2981366459628
0.683307656130905, -440.9937888198758
0.6845302531501871, -862.1118012422362
